,price,location,"rooms[bed,bath]",SQm,type_p,description,link
1388,"$1,652,346,600CLP"," Santiago, Santiago, Santiago, Chile","[' ', ' ']",710 SqM ,Land, Land for sale at Lo Barnechea,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-lo-barnechea-in-santiago-santiago-u549256
1389,"$169,500,000CLP($1,900,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",89 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u548258
1390,"$165,234,660CLP($1,740,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",95 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548516
1391,"$550,782,200CLP($2,210,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",248.60 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u550476
1392,"$93,715,591CLP($1,610,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '1']",58 SqM ,Apartment,3 Bedroom Apartment for sale at Independencia,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-independencia-in-santiago-santiago-u551292
1393,"$344,707,039CLP($1,910,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '4']",180 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546948
1394,"$437,871,849CLP($3,470,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",126 SqM ,Apartment,3 Bedroom Apartment for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547098
1395,"$322,207,587CLP($1,150,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '3']",280 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548650
1396,"$158,294,804CLP($1,770,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",89 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548582
1397,"$440,625,760CLP($3,140,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '2']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u548270
1398,"$191,396,814CLP($1,170,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",163 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u545598
1399,"$250,605,901CLP($1,790,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546734
1400,"$206,543,325CLP($1,030,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['5', '4']",200 SqM ,House,5 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525716
1401,"$289,160,655CLP($562,000CLP/SqM)"," Maria Pinto, Melipilla, Santiago, Chile","['6', '5']",513 SqM ,House,6 Bedroom House for sale at Casablanca,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-casablanca-in-maria-pinto-santiago-u546946
1402,"$184,512,037CLP($1,800,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",102 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548544
1403,"$323,584,542CLP($1,790,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '3']",180 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547190
1404,"$76,000,000CLP($1,180,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['2', '2']",64 SqM ,Apartment,2 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530074
1405,"$407,578,828CLP($1,180,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",346 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548576
1406,"$404,824,917CLP($1,010,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",400 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548610
1407,"$771,095,080CLP($1,280,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['6', '6']",600 SqM ,House,6 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-colina-in-colina-santiago-u548802
1408,"$674,708,195CLP($1,290,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['6', '5']",522 SqM ,House,6 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-colina-in-colina-santiago-u550068
1409,"$82,617,330CLP($896,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '1']",92 SqM ,House,4 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530120
1410,"$84,300,000CLP($1,400,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['2', '1']",60 SqM ,Apartment,2 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547724
1411,"$660,938,640CLP($1,480,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['5', '5']",446 SqM ,House,5 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530092
1412,"$826,173,300CLP($4,120,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '4']",200 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548300
1413,"$561,797,844CLP($2,380,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '4']",235 SqM ,Apartment,4 Bedroom Apartment for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-colina-in-colina-santiago-u549318
1414,"$619,629,975CLP($2,490,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '3']",248 SqM ,Apartment,4 Bedroom Apartment for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-zapallar-in-puchuncavi-valparaiso-u546496
1415,"$757,325,525CLP($2,220,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['8', '6']",340 SqM ,House,8 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/8-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547838
1416,"$200,000,000CLP($1,660,000CLP/SqM)"," Maria Pinto, Melipilla, Santiago, Chile","['3', '2']",120 SqM ,House,3 Bedroom House for sale at Casablanca,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-casablanca-in-maria-pinto-santiago-u546996
1417,"$220,312,880CLP($1,440,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '3']",153 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548560
1418,"$219,762,097CLP($1,220,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['5', '3']",180 SqM ,Apartment,5 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/5-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530102
1419,"$269,855,738CLP($3,130,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '1']",86 SqM ,House,3 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547378
1420,"$179,004,215CLP($595,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['9', '3']",300 SqM ,House,9 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/9-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547670
1421,"$234,082,435CLP($2,270,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",103 SqM ,Apartment,3 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525674
1422,"$40,000,000CLP($1,140,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['1', '1']",35 SqM ,Apartment,1 Bedroom Apartment for sale at Quinta Normal,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-quinta-normal-in-santiago-santiago-u551700
1423,"$440,625,760CLP($1,550,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '5']",284 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u548386
1424,"$54,000,000CLP($673,000CLP/SqM)"," Santiago, Santiago, Santiago, Chile","['3', '1']",80 SqM ,Apartment,3 Bedroom Apartment for sale at Estacion Central,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-estacion-central-in-santiago-santiago-u548112
1425,"$713,262,949CLP($1,590,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['6', '5']",448 SqM ,House,6 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-colina-in-colina-santiago-u549276
1426,"$798,634,190CLP($3,010,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '5']",265 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547770
1427,"$165,234,660CLP($1,180,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,House,3 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547112
1428,"$245,000,000CLP($1,110,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['6', '2']",220 SqM ,House,6 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525714
1429,"$517,735,268CLP($2,540,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '3']",203 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u549304
1430,"$399,317,095CLP($1,750,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['4', '2']",228 SqM ,House,4 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-colina-in-colina-santiago-u551270
1431,"$674,708,195CLP($2,690,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['6', '5']",250 SqM ,House,6 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548052
1432,"$70,000,000CLP($998,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '1']",70 SqM ,House,3 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u547396
1433,"$419,778,653CLP($2,330,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '2']",180 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548358
1434,"$227,197,657CLP($1,130,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['5', '3']",200 SqM ,House,5 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525718
1435,"$237,827,753CLP($1,100,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '3']",216 SqM ,House,3 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547050
1436,"$658,184,729CLP($1,400,000CLP/SqM)"," Colina, Chacabuco, Santiago, Chile","['6', '6']",468 SqM ,House,6 Bedroom House for sale at Colina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-colina-in-colina-santiago-u550252
1437,"$324,961,498CLP($1,220,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '3']",266 SqM ,House,4 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547232
1438,"$302,930,210CLP($2,010,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '2']",150 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547502
1439,"$141,826,416CLP($1,010,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['4', '3']",140 SqM ,House,4 Bedroom House for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-quilpue-in-quilpue-valparaiso-u546840
1440,"$311,191,943CLP($2,220,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['4', '3']",140 SqM ,Apartment,4 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u547088
1441,"$716,016,860CLP($2,380,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '3']",300 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547984
1442,"$768,341,169CLP($1,130,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['8', '13']",680.01 SqM ,House,8 Bedroom House for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/8-bedroom-house-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525708
1443,"$411,709,694CLP($3,420,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '3']",120 SqM ,Apartment,3 Bedroom Apartment for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-zapallar-in-puchuncavi-valparaiso-u546940
1444,"$214,805,058CLP($1,070,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['6', '2']",200 SqM ,House,6 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530090
1445,"$89,500,000CLP($1,510,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['2', '1']",59 SqM ,Apartment,2 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525680
1446,"$647,169,085CLP($3,530,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['5', '4']",183 SqM ,House,5 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/5-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547110
1447,"$210,949,582CLP($1,910,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",110 SqM ,House,3 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u530084
1448,"$440,625,760CLP($1,240,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['8', '6']",355 SqM ,House,8 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/8-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525670
1449,"$157,000,000,000CLP($1,140,000,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['5', '5']",138 SqM ,Apartment,5 Bedroom Apartment for sale at Beautiful Apartment In Isla Teja,https://www.fazwaz.cl/en/property-sales/5-bedroom-apartment-for-sale-at-beautiful-apartment-in-isla-teja-in-mariquina-los-rios-u572800
1450,"$63,800,000,000CLP($1,750,000,000CLP/SqM)"," Puerto Varas, Llanquihue, Los Lagos, Chile","['1', '1']",36.51 SqM ,Apartment,1 Bedroom Apartment for sale at Patagonian Garden,https://www.fazwaz.cl/en/property-sales/1-bedroom-apartment-for-sale-at-patagonian-garden-in-puerto-varas-los-lagos-u572598
1451,"$149,000,000,000CLP($1,370,000,000CLP/SqM)"," Mariquina, Valdivia, Los Rios, Chile","['3', '2']",109 SqM ,Apartment,3 Bedroom Apartment for sale at Spacious Apartment In The City Center,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-spacious-apartment-in-the-city-center-in-mariquina-los-rios-u572834
1452,"$762,778,268CLP"," Santiago, Santiago, Santiago, Chile","[' ', ' ']","3,057 SqM ",Land, Land for sale at Lo Barnechea,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-lo-barnechea-in-santiago-santiago-u550836
1453,"$443,379,671CLP($3,160,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['3', '3']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u548264
1454,"$366,270,163CLP($1,080,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['6', '5']",338 SqM ,House,6 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525678
1455,"$120,000,000CLP"," Mariquina, Valdivia, Los Rios, Chile","[' ', ' ']","5,100 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-mariquina-los-rios-u546822
1456,"$177,351,868CLP($1,260,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '2']",140 SqM ,House,4 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u546544
1457,"$605,860,420CLP($2,450,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['4', '3']",247 SqM ,House,4 Bedroom House for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547176
1458,"$115,000,000CLP($1,760,000CLP/SqM)"," Vina Del Mar, Valparaiso, Valparaiso, Chile","['2', '2']",65 SqM ,Apartment,2 Bedroom Apartment for sale at Renaca,https://www.fazwaz.cl/en/property-sales/2-bedroom-apartment-for-sale-at-renaca-in-vina-del-mar-valparaiso-u548268
1459,"$220,000,000CLP($1,100,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '2']",200 SqM ,House,4 Bedroom House for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u547526
1460,"$465,410,959CLP($1,340,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['4', '4']",346 SqM ,Apartment,4 Bedroom Apartment for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/4-bedroom-apartment-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u548644
1461,"$963,868,850CLP($2,750,000CLP/SqM)"," San Jode De Maipo, Cordillera, Santiago, Chile","['6', '1']",350 SqM ,House,6 Bedroom House for sale at La Reina,https://www.fazwaz.cl/en/property-sales/6-bedroom-house-for-sale-at-la-reina-in-san-jode-de-maipo-santiago-u551350
1462,"$184,236,645CLP($799,000CLP/SqM)"," Osorno, Osorno, Los Lagos, Chile","['4', '4']",230 SqM ,House,4 Bedroom House for sale at Osorno,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-at-osorno-in-osorno-los-lagos-u545564
