,price,location,"rooms[bed,bath]",SQm,type_p,description,link
2157,"$3,681,979,007CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","76,401 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530142
2158,"$201,035,503CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,300 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548180
2159,"$201,035,503CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,300 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548180
2160,"$523,243,090CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","2,042 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547898
2161,"$64,386,439CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","30,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547722
2162,"$175,000,000CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']",314 SqM ,Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548072
2163,"$50,644,423CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u546982
2164,"$485,514,509CLP($1,120,000CLP/SqM)"," Chillan, Diguillin, Nuble, Chile","['13', '9']",434 SqM ,House,13 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/13-bedroom-house-for-sale-in-chillan-nuble-u546126
2165,"$81,681,000CLP"," Buin, Maipo, Santiago, Chile","[' ', ' ']","3,400 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-buin-santiago-u550882
2166,"$86,748,196CLP($1,240,000CLP/SqM)"," Los Andes, Los Andes, Valparaiso, Chile","['3', '2']",70 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-los-andes-valparaiso-u547280
2167,"$115,000,000CLP($1,050,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",109 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u547516
2168,"$217,558,969CLP($1,030,000CLP/SqM)"," Limache, Quillota, Valparaiso, Chile","['3', '3']",210 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-limache-valparaiso-u547200
2169,"$688,477,750CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","1,701 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u546920
2170,"$130,000,000CLP($499,000CLP/SqM)"," Paine, Maipo, Santiago, Chile","['9', '3']",260 SqM ,House,9 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/9-bedroom-house-for-sale-in-paine-santiago-u550912
2171,"$688,607,183CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","1,701 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u546276
2172,"$688,607,183CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","1,701 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u546256
2173,"$688,477,750CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","1,701 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u547024
2174,"$506,719,624CLP"," Aisen, Aisen, Aisen Del General Carlos Ibanez Del Campo, Chile","[' ', ' ']","3,507,029 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-aisen-aisen-del-general-carlos-ibanez-del-campo-u543612
2175,"$1,589,393,846CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,134 SqM ",Land, Land for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-quilpue-in-quilpue-valparaiso-u546942
2176,"$784,864,635CLP"," La Ligua, Petorca, Valparaiso, Chile","[' ', ' ']","5,700 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-la-ligua-valparaiso-u547324
2177,"$616,876,064CLP"," Limache, Quillota, Valparaiso, Chile","[' ', ' ']","2,800 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-limache-valparaiso-u546780
2178,"$45,990,313CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547630
2179,"$1,233,873,300CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,467 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u480348
2180,"$37,177,798CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548124
2181,"$1,233,862,284CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,467 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u480354
2182,"$1,233,862,284CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,467 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u480350
2183,"$2,946,023,831CLP"," El Tabo, San Antonio, Valparaiso, Chile","[' ', ' ']","334,303 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-el-tabo-valparaiso-u547626
2184,"$55,078,220CLP"," Petorca, Petorca, Valparaiso, Chile","[' ', ' ']","5,419 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-petorca-valparaiso-u547718
2185,"$52,324,309CLP"," La Ligua, Petorca, Valparaiso, Chile","[' ', ' ']","6,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-la-ligua-valparaiso-u547572
2186,"$743,555,970CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530114
2187,"$1,589,695,124CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","7,134 SqM ",Land, Land for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-quilpue-in-quilpue-valparaiso-u547016
2188,"$89,502,107CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547702
2189,"$330,469,320CLP"," La Ligua, Petorca, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-la-ligua-valparaiso-u547476
2190,"$66,093,864CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547850
2191,"$483,311,380CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","4,873 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525700
2192,"$79,725,723CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",400 SqM ,Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u545838
2193,"$340,686,329CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","6,500 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548140
2194,"$743,555,970CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530132
2195,"$743,555,970CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530134
2196,"$160,000,000CLP($998,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '4']",160 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u549510
2197,"$135,000,000CLP($962,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u546958
2198,"$95,000,000CLP($920,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",103 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u546738
2199,"$212,051,147CLP($1,920,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",110 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547224
2200,"$234,082,435CLP($1,670,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '3']",140 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u544188
2201,"$159,726,838CLP($1,450,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '3']",110 SqM ,House,3 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u547028
2202,"$92,000,000CLP($1,150,000CLP/SqM)"," Quilpue, Valparaiso, Valparaiso, Chile","['3', '2']",80 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-quilpue-valparaiso-u543916
2203,"$179,004,215CLP($1,730,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",103 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547482
2204,"$214,805,058CLP($2,040,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",105 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547072
2205,"$165,234,660CLP($1,180,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",140 SqM ,Apartment,3 Bedroom Apartment for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525726
2206,"$89,805,037CLP($1,260,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",71 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548114
2207,"$184,512,037CLP($2,050,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",90 SqM ,Apartment,3 Bedroom Apartment for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-papudo-in-zapallar-valparaiso-u547134
2208,"$294,668,477CLP($605,000CLP/SqM)"," La Ligua, Petorca, Valparaiso, Chile","['3', '3']",486 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-la-ligua-valparaiso-u547570
2209,"$98,000,000CLP($1,150,000CLP/SqM)"," Valparaiso, Valparaiso, Valparaiso, Chile","['3', '2']",85 SqM ,Apartment,3 Bedroom Apartment for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-valparaiso-in-valparaiso-valparaiso-u525728
2210,"$413,086,650CLP($4,120,000CLP/SqM)"," Puchuncavi, Valparaiso, Valparaiso, Chile","['3', '2']",100 SqM ,House,3 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-in-puchuncavi-valparaiso-u545932
2211,"$110,000,000CLP($1,570,000CLP/SqM)"," Las Cabras, Cachapoal, Libertador General Bernardo Ohiggins, Chile","['2', '2']",70 SqM ,House,2 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-in-las-cabras-libertador-general-bernardo-ohiggins-u544486
2212,"$151,465,105CLP($1,100,000CLP/SqM)"," San Antonio, San Antonio, Valparaiso, Chile","['2', '2']",137 SqM ,House,2 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-in-san-antonio-valparaiso-u543740
2213,"$62,000,000CLP($1,210,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '1']",51 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u549698
2214,"$51,500,000,000CLP($239,000,000CLP/SqM)"," Machali, Cachapoal, Libertador General Bernardo Ohiggins, Chile","['2', '1']",215 SqM ,House,2 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/2-bedroom-house-for-sale-in-machali-libertador-general-bernardo-ohiggins-u573534
2215,"$93,632,974CLP($1,250,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",75 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u553058
2216,"$743,555,970CLP($2,420,000CLP/SqM)"," Vichuquen, Curico, Maule, Chile","['4', '3']",306 SqM ,House,4 Bedroom House for sale in Chile,https://www.fazwaz.cl/en/property-sales/4-bedroom-house-for-sale-in-vichuquen-maule-u543092
2217,"$272,637,189CLP($2,470,000CLP/SqM)"," Zapallar, Petorca, Valparaiso, Chile","['3', '2']",110 SqM ,House,3 Bedroom House for sale at Papudo,https://www.fazwaz.cl/en/property-sales/3-bedroom-house-for-sale-at-papudo-in-zapallar-valparaiso-u546306
2218,"$132,187,728CLP($1,420,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",93 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548846
2219,"$132,187,728CLP($1,420,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",93 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548846
2220,"$96,386,885CLP($1,430,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",67.42 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548718
2221,"$96,386,885CLP($1,230,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",78 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u549496
2222,"$96,386,885CLP($1,600,000CLP/SqM)"," Puente Alto, Cordillera, Santiago, Chile","['3', '2']",60 SqM ,Apartment,3 Bedroom Apartment for sale at San Miguel,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-san-miguel-in-puente-alto-santiago-u550686
2223,"$101,867,167CLP($1,270,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",80 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u550336
2224,"$104,648,618CLP($1,350,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",77.49 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548110
2225,"$134,941,639CLP($1,460,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",92 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u552402
2226,"$85,000,000CLP($1,300,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",65 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548134
2227,"$128,000,000CLP($1,230,000CLP/SqM)"," Puente Alto, Cordillera, Santiago, Chile","['3', '2']",104 SqM ,Apartment,3 Bedroom Apartment for sale at San Miguel,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-san-miguel-in-puente-alto-santiago-u549058
2228,"$134,941,639CLP($1,480,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",91 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u552260
2229,"$176,250,304CLP($1,470,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",120 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u552432
2230,"$165,234,660CLP($1,740,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",95 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u549908
2231,"$165,234,660CLP($1,370,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",120 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u551476
2232,"$82,617,330CLP($1,560,000CLP/SqM)"," Pirque, Cordillera, Santiago, Chile","['3', '2']",53 SqM ,Apartment,3 Bedroom Apartment for sale at La Florida,https://www.fazwaz.cl/en/property-sales/3-bedroom-apartment-for-sale-at-la-florida-in-pirque-santiago-u548892
2233,"$1,657,579,030CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","42,991 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u545624
2234,"$578,706,857CLP"," San Jode De Maipo, Cordillera, Santiago, Chile","[' ', ' ']","1,106 SqM ",Land, Land for sale at Las Condes,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-las-condes-in-san-jode-de-maipo-santiago-u548156
2235,"$160,000,000CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","2,500 SqM ",Land, Land for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-quilpue-in-quilpue-valparaiso-u546890
2236,"$150,000,000CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u547518
2237,"$7,746,751,643CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","290,002 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u545670
2238,"$160,000,000CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","2,500 SqM ",Land, Land for sale at Quilpue,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-quilpue-in-quilpue-valparaiso-u546912
2239,"$7,710,950,800CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","290,002 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u545376
2240,"$413,086,650CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u547158
2241,"$305,684,121CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,691 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u547150
2242,"$987,194,476CLP"," Limache, Quillota, Valparaiso, Chile","[' ', ' ']","11,949 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-limache-valparaiso-u546852
2243,"$633,399,530CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","150,001 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u545724
2244,"$633,399,530CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","150,001 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u545752
2245,"$619,629,975CLP"," Quilpue, Valparaiso, Valparaiso, Chile","[' ', ' ']","150,001 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-quilpue-valparaiso-u545690
2246,"$7,710,950,800CLP"," San Antonio, San Antonio, Valparaiso, Chile","[' ', ' ']","290,002 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-san-antonio-valparaiso-u546768
2247,"$330,469,320CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","6,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548142
2248,"$199,658,547CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,500 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548228
2249,"$199,658,547CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,500 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548228
2250,"$2,122,659,520CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","38,539 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547182
2251,"$2,122,665,028CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","38,539 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547034
2252,"$413,086,650CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']",800 SqM ,Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548056
2253,"$2,555,629,408CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,600 SqM ",Land, Land for sale at Vina del Mar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-vina-del-mar-in-valparaiso-valparaiso-u525698
2254,"$608,614,331CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u530140
2255,"$454,395,315CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,824 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548060
2256,"$688,477,750CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']","10,080 SqM ",Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u545976
2257,"$509,473,535CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","3,760 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547672
2258,"$454,395,315CLP"," La Ligua, Petorca, Valparaiso, Chile","[' ', ' ']","36,000 SqM ",Land, Land for sale in Chile,https://www.fazwaz.cl/en/property-sales/land-for-sale-in-la-ligua-valparaiso-u547340
2259,"$86,582,961CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","32,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547400
2260,"$241,132,447CLP"," Valparaiso, Valparaiso, Valparaiso, Chile","[' ', ' ']",980 SqM ,Land, Land for sale at Valparaiso,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-valparaiso-in-valparaiso-valparaiso-u545550
2261,"$2,122,665,028CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","38,539 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u547170
2262,"$159,726,838CLP"," Puchuncavi, Valparaiso, Valparaiso, Chile","[' ', ' ']","1,000 SqM ",Land, Land for sale at Zapallar,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-zapallar-in-puchuncavi-valparaiso-u548150
2263,"$187,265,948CLP"," Coquimbo, Elqui, Coquimbo, Chile","[' ', ' ']","5,000 SqM ",Land, Land for sale at Coquimbo,https://www.fazwaz.cl/en/property-sales/land-for-sale-at-coquimbo-in-coquimbo-coquimbo-u543484
